Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
LMRKP,Landmark Infrastructure Partners LP,25.44,$40.53M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,NASDAQ
LE,"Lands&#39; End, Inc.",12.76,$413M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,NASDAQ
LSTR,"Landstar System, Inc.",101.24,$4.07B,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,NASDAQ
LNTH,"Lantheus Holdings, Inc.",26.83,$1.04B,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,NASDAQ
LTRX,"Lantronix, Inc.",3.243,$72.84M,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,NASDAQ
LSCC,Lattice Semiconductor Corporation,14.09,$1.86B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,NASDAQ
LAUR,"Laureate Education, Inc.",15.6,$3.5B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,NASDAQ
LAWS,"Lawson Products, Inc.",36.19,$324.59M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,NASDAQ
LAZY,"Lazydays Holdings, Inc.",5.13,$43.46M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,NASDAQ
LCNB,LCNB Corporation,17.07,$227.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,NASDAQ
LPTX,"LEAP THERAPEUTICS, INC.",1.52,$34.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,NASDAQ
LEGH,Legacy Housing Corporation,13.09,$323.62M,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,NASDAQ
LGCY,Legacy Reserves Inc.,0.13,$14.93M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,NASDAQ
LTXB,"LegacyTexas Financial Group, Inc.",38.88,$1.9B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,NASDAQ
INFR,Legg Mason Global Infrastructure ETF,31.43,$37.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr,NASDAQ
LVHD,Legg Mason Low Volatility High Dividend ETF,32.12,$668.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd,NASDAQ
SQLV,Legg Mason Small-Cap Quality Value ETF,25.2606,$3.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv,NASDAQ
LACQ,Leisure Acquisition Corp.,10.13,$253.25M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,NASDAQ
LACQU,Leisure Acquisition Corp.,10.45,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,NASDAQ
LACQW,Leisure Acquisition Corp.,0.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,NASDAQ
LMAT,"LeMaitre Vascular, Inc.",26.24,$516.17M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,NASDAQ
TREE,"LendingTree, Inc.",394.47,$5.08B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,NASDAQ
LEVL,"Level One Bancorp, Inc.",23.74,$184.01M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,NASDAQ
LXRX,"Lexicon Pharmaceuticals, Inc.",5.9,$627M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,NASDAQ
LX,LexinFintech Holdings Ltd.,10.9,$1.91B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,NASDAQ
LFAC,LF Capital Acquistion Corp.,10.13,$196.59M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,NASDAQ
LFACU,LF Capital Acquistion Corp.,10.48,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,NASDAQ
LFACW,LF Capital Acquistion Corp.,0.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,NASDAQ
LGIH,"LGI Homes, Inc.",72.21,$1.66B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,NASDAQ
LHCG,LHC Group,116.51,$3.67B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,NASDAQ
LLIT,Lianluo Smart Limited,1.41,$25.11M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,NASDAQ
LBRDA,Liberty Broadband Corporation,100.96,$18.32B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,NASDAQ
LBRDK,Liberty Broadband Corporation,101.52,$15.5B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,NASDAQ
LEXEA,"Liberty Expedia Holdings, Inc.",45.55,$2.61B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,NASDAQ
LEXEB,"Liberty Expedia Holdings, Inc.",42.56,$2.44B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,NASDAQ
LBTYA,Liberty Global plc,26.66,$19.67B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,NASDAQ
LBTYB,Liberty Global plc,24.8,$18.29B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,NASDAQ
LBTYK,Liberty Global plc,25.86,$19.08B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,NASDAQ
LILA,Liberty Latin America Ltd.,18.41,$895.59M,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,NASDAQ
LILAK,Liberty Latin America Ltd.,18.6,$2.43B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,NASDAQ
BATRA,Liberty Media Corporation,27.13,$1.38B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,NASDAQ
BATRK,Liberty Media Corporation,27.14,$1.38B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,NASDAQ
FWONA,Liberty Media Corporation,35.96,$8.31B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,NASDAQ
FWONK,Liberty Media Corporation,37.4,$8.64B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,NASDAQ
LSXMA,Liberty Media Corporation,36.78,$11.76B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,NASDAQ
LSXMB,Liberty Media Corporation,36.11,$11.54B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,NASDAQ
LSXMK,Liberty Media Corporation,36.99,$11.82B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,NASDAQ
LTRPA,"Liberty TripAdvisor Holdings, Inc.",12.14,$911.43M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,NASDAQ
LTRPB,"Liberty TripAdvisor Holdings, Inc.",12.4931,$937.94M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,NASDAQ
LCUT,"Lifetime Brands, Inc.",8.74,$182.86M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,NASDAQ
LFVN,Lifevantage Corporation,12.01,$172.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,NASDAQ
LWAY,"Lifeway Foods, Inc.",2.61,$41.23M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,NASDAQ
LGND,Ligand Pharmaceuticals Incorporated,111.38,$2.18B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,NASDAQ
LTBR,Lightbridge Corporation,0.688,$25.09M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,NASDAQ
LPTH,"LightPath Technologies, Inc.",0.9192,$23.73M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,NASDAQ
LLEX,"Lilis Energy, Inc.",0.6856,$62.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,NASDAQ
LMB,"Limbach Holdings, Inc.",8.64,$66.04M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,NASDAQ
LLNW,"Limelight Networks, Inc.",2.78,$319.38M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,NASDAQ
LMST,"Limestone Bancorp, Inc.",15.06,$112.36M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,NASDAQ
LMNR,Limoneira Co,20.24,$359.72M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,NASDAQ
LINC,Lincoln Educational Services Corporation,2.64,$66.62M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,NASDAQ
LECO,"Lincoln Electric Holdings, Inc.",75.74,$4.76B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,NASDAQ
LIND,Lindblad Expeditions Holdings Inc. ,17.65,$808.51M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,NASDAQ
LINDW,Lindblad Expeditions Holdings Inc. ,6.74,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,NASDAQ
LPCN,Lipocine Inc.,1.75,$37.76M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,NASDAQ
LIQT,"LiqTech International, Inc.",9.11,$186.93M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt,NASDAQ
YVR,Liquid Media Group Ltd.,1.84,$7.59M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,NASDAQ
LQDA,"Liquidia Technologies, Inc.",8.68,$161.82M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda,NASDAQ
LQDT,"Liquidity Services, Inc.",5.62,$188.25M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,NASDAQ
LFUS,"Littelfuse, Inc.",168.51,$4.17B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,NASDAQ
LIVN,LivaNova PLC,72.51,$3.5B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,NASDAQ
LOB,"Live Oak Bancshares, Inc.",16.91,$679.51M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob,NASDAQ
LIVE,Live Ventures Incorporated,7.17,$13.64M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,NASDAQ
LPSN,"LivePerson, Inc.",27.27,$1.77B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,NASDAQ
LIVX,"LiveXLive Media, Inc.",3.73,$194.99M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx,NASDAQ
LKQ,LKQ Corporation,26.17,$8.22B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,NASDAQ
LMFA,"LM Funding America, Inc.",1.269,$3.93M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa,NASDAQ
LMFAW,"LM Funding America, Inc.",0.0196,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw,NASDAQ
LOGC,"LogicBio Therapeutics, Inc.",13.93,$313.35M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,NASDAQ
LOGI,Logitech International S.A.,36.99,$6.16B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,NASDAQ
LOGM,"LogMein, Inc.",69.92,$3.48B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,20.5603,$38.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr,NASDAQ
CHNA,Loncar China BioPharma ETF,21.2583,$3.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna,NASDAQ
LONE,Lonestar Resources US Inc.,2.49,$62.08M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone,NASDAQ
LOAC,Longevity Acquisition Corporation,10.13,$53.39M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac,NASDAQ
LOACR,Longevity Acquisition Corporation,0.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr,NASDAQ
LOACU,Longevity Acquisition Corporation,10.32,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu,NASDAQ
LOACW,Longevity Acquisition Corporation,0.1657,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw,NASDAQ
LOOP,"Loop Industries, Inc.",8.32,$324.22M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop,NASDAQ
LORL,"Loral Space and Communications, Inc.",34.79,$1.08B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,NASDAQ
LPLA,LPL Financial Holdings Inc.,82.6,$6.89B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,NASDAQ
LRAD,LRAD Corporation,3.26,$106.19M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad,NASDAQ
LYTS,LSI Industries Inc.,3.6,$93.38M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts,NASDAQ
LK,Luckin Coffee Inc.,21.17,$4.98B,2019,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lk,NASDAQ
LULU,lululemon athletica inc.,183.34,$23.88B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,NASDAQ
LITE,Lumentum Holdings Inc.,47.77,$3.65B,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite,NASDAQ
LMNX,Luminex Corporation,21.26,$956.22M,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx,NASDAQ
LUNA,Luna Innovations Incorporated,4.14,$116.53M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna,NASDAQ
LKCO,Luokung Technology Corp,6.05,$1.21B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco,NASDAQ
LBC,Luther Burbank Corporation,10.43,$587.39M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc,NASDAQ
LYFT,"Lyft, Inc.",63.6,$18.48B,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft,NASDAQ
MBTF,M B T Financial Corp,9.78,$225.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf,NASDAQ
MCBC,Macatawa Bank Corporation,10.26,$349.29M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc,NASDAQ
MFNC,Mackinac Financial Corporation,15.98,$171.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc,NASDAQ
MTSI,"MACOM Technology Solutions Holdings, Inc.",14.42,$947.4M,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,NASDAQ
MGNX,"MacroGenics, Inc.",16.06,$783.82M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx,NASDAQ
MDGL,"Madrigal Pharmaceuticals, Inc.",100.68,$1.55B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl,NASDAQ
MAGS,Magal Security Systems Ltd.,4.52,$104.61M,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags,NASDAQ
MGLN,"Magellan Health, Inc.",66.04,$1.59B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln,NASDAQ
MGTA,"Magenta Therapeutics, Inc.",13.67,$537.16M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta,NASDAQ
MGIC,Magic Software Enterprises Ltd.,8.35,$408.24M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,NASDAQ
MGYR,"Magyar Bancorp, Inc.",12.1,$70.43M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr,NASDAQ
MHLD,"Maiden Holdings, Ltd.",0.83,$68.92M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld,NASDAQ
MNSB,"MainStreet Bancshares, Inc.",24,$198.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mnsb,NASDAQ
MJCO,Majesco,7.73,$331.74M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco,NASDAQ
MMYT,MakeMyTrip Limited,25.69,$1.52B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt,NASDAQ
MBUU,"Malibu Boats, Inc.",36.5,$761.07M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu,NASDAQ
MLVF,"Malvern Bancorp, Inc.",20.74,$161.44M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf,NASDAQ
MAMS,"MAM Software Group, Inc.",9.45,$119.21M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams,NASDAQ
TUSK,"Mammoth Energy Services, Inc.",6.13,$275.09M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk,NASDAQ
MANH,"Manhattan Associates, Inc.",68.5,$4.42B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",6.15,$59.41M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan,NASDAQ
MNTX,"Manitex International, Inc.",5.39,$106.09M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx,NASDAQ
MTEX,"Mannatech, Incorporated",16.683,$39.96M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex,NASDAQ
MNKD,MannKind Corporation,1.23,$230.97M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd,NASDAQ
MANT,ManTech International Corporation,63.77,$1.7B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant,NASDAQ
MARA,"Marathon Patent Group, Inc.",2.22,$14.18M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara,NASDAQ
MCHX,"Marchex, Inc.",4.28,$181.28M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx,NASDAQ
MRIN,Marin Software Incorporated,2.46,$14.78M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin,NASDAQ
MARPS,Marine Petroleum Trust,2.23,$4.46M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps,NASDAQ
MRNS,"Marinus Pharmaceuticals, Inc.",4.43,$232.82M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns,NASDAQ
MRKR,"Marker Therapeutics, Inc.",6.15,$279.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr,NASDAQ
MKTX,"MarketAxess Holdings, Inc.",318.5,$12.01B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx,NASDAQ
MRLN,Marlin Business Services Corp.,23.64,$291.93M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln,NASDAQ
MAR,Marriott International,132.85,$44.24B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar,NASDAQ
MBII,"Marrone Bio Innovations, Inc.",1.42,$157.23M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii,NASDAQ
MRTN,"Marten Transport, Ltd.",18.18,$992.81M,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn,NASDAQ
MMLP,Martin Midstream Partners L.P.,6.67,$260.46M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp,NASDAQ
MRVL,Marvell Technology Group Ltd.,23.72,$15.68B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,NASDAQ
MASI,Masimo Corporation,141.86,$7.57B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi,NASDAQ
MCFT,"MasterCraft Boat Holdings, Inc.",20.3,$380.1M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft,NASDAQ
MTCH,"Match Group, Inc.",72.53,$20.39B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,NASDAQ
MTLS,Materialise NV,16.26,$860M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls,NASDAQ
MTRX,Matrix Service Company,19.44,$521.13M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx,NASDAQ
MAT,"Mattel, Inc.",11.75,$4.06B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat,NASDAQ
MATW,Matthews International Corporation,36.79,$1.17B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw,NASDAQ
MXIM,"Maxim Integrated Products, Inc.",55.74,$15.18B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,NASDAQ
MGRC,McGrath RentCorp,59.96,$1.45B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc,NASDAQ
MDCA,MDC Partners Inc.,2.85,$204.92M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca,NASDAQ
MDJH,MDJM LTD,2.68,$31.15M,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh,NASDAQ
MDRR,"Medalist Diversified REIT, Inc.",4.75,$21.31M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr,NASDAQ
MFIN,Medallion Financial Corp.,6.75,$166.05M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin,NASDAQ
MFINL,Medallion Financial Corp.,26.34,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl,NASDAQ
MNOV,"MediciNova, Inc.",9.52,$409.94M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov,NASDAQ
MDSO,"Medidata Solutions, Inc.",91.28,$5.69B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso,NASDAQ
MDGS,Medigus Ltd.,2.41,$9.15M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs,NASDAQ
MDGSW,Medigus Ltd.,0.5297,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw,NASDAQ
MDWD,MediWound Ltd.,3.74,$101.65M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd,NASDAQ
MEDP,"Medpace Holdings, Inc.",56.92,$2.03B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp,NASDAQ
MEIP,"MEI Pharma, Inc.",2.48,$176.8M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip,NASDAQ
MGTX,MeiraGTx Holdings plc,20.73,$691.19M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx,NASDAQ
MLCO,Melco Resorts & Entertainment Limited,19.89,$9.15B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco,NASDAQ
MLNT,"Melinta Therapeutics, Inc.",1.99,$23.44M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt,NASDAQ
MLNX,"Mellanox Technologies, Ltd.",109.75,$5.99B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx,NASDAQ
MELR,"Melrose Bancorp, Inc.",18.32,$44.7M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr,NASDAQ
MNLO,Menlo Therapeutics Inc.,6.32,$151.27M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo,NASDAQ
MTSL,MER Telemanagement Solutions Ltd.,1.0159,$3.35M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl,NASDAQ
MELI,"MercadoLibre, Inc.",618.85,$30.52B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli,NASDAQ
MBWM,Mercantile Bank Corporation,31.77,$521.76M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm,NASDAQ
MERC,Mercer International Inc.,15.28,$995.81M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc,NASDAQ
MBIN,Merchants Bancorp,16.23,$465.87M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin,NASDAQ
MBINP,Merchants Bancorp,26.8665,$53.73M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbinp,NASDAQ
MRCY,Mercury Systems Inc,67.5,$3.74B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy,NASDAQ
MREO,Mereo BioPharma Group plc,3.1704,$78.57M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mreo,NASDAQ
EBSB,"Meridian Bancorp, Inc.",17.7,$947.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb,NASDAQ
VIVO,Meridian Bioscience Inc.,11.71,$499.18M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo,NASDAQ
MRBK,Meridian Corporation,16.77,$107.45M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk,NASDAQ
MMSI,"Merit Medical Systems, Inc.",59.1,$3.25B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi,NASDAQ
MACK,"Merrimack Pharmaceuticals, Inc.",5.65,$75.39M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack,NASDAQ
MRSN,"Mersana Therapeutics, Inc.",3.92,$187.05M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn,NASDAQ
MRUS,Merus N.V.,13.26,$310.01M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus,NASDAQ
MESA,"Mesa Air Group, Inc.",10.6,$305.13M,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa,NASDAQ
MLAB,"Mesa Laboratories, Inc.",214.26,$835.85M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab,NASDAQ
MESO,Mesoblast Limited,4.9327,$488.46M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso,NASDAQ
CASH,"Meta Financial Group, Inc.",28.35,$1.12B,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash,NASDAQ
MEOH,Methanex Corporation,44.88,$3.47B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh,NASDAQ
